date,monthly_retreat_m,terminus_position_m
2022-10-01,0.3709760490789751,966.8859701798212
2022-11-01,0.5662526862807128,972.5509652222704
2022-11-01,0.5722791211016828,966.3136910587197
2022-12-01,0.6951090254244718,971.855856196846
2022-12-01,0.8076073132931938,965.5060837454264
2023-01-01,0.404165152430942,971.4516910444148
2023-01-01,0.4928347921780097,965.0132489532484
2023-02-01,0.4628682046672365,970.9888228397476
2023-02-01,0.8129287311628013,964.2003202220856
2023-03-01,0.2787330051987943,970.7100898345489
2023-03-01,-0.0239490208179489,964.2242692429036
2023-04-01,0.6643805008750447,963.5598887420284
2023-04-01,0.2607586751838658,970.449331159365
2023-05-01,0.5174094136476343,963.0424793283808
2023-05-01,0.6625051644788396,969.7868259948862
2023-06-01,0.4401985299068265,962.602280798474
2023-06-01,0.7712480057141646,969.015577989172
2023-07-01,0.5183521553071004,962.0839286431668
2023-07-01,0.4855979756839332,968.529980013488
2023-08-01,0.7007065795784049,967.8292734339096
2023-08-01,0.1024862170798214,961.981442426087
2023-09-01,0.5723272050095268,967.2569462289
2023-09-01,0.4560656224324976,961.5253768036546
2023-10-01,0.5714225143023492,960.9539542893522
2023-10-01,0.3709760490789751,966.8859701798212
2023-11-01,0.5722791211016828,966.3136910587197
2023-11-01,0.7955788089483032,960.1583754804038
2023-12-01,0.8076073132931938,965.5060837454264
2023-12-01,0.3963459563452705,959.7620295240586
2024-01-01,0.4928347921780097,965.0132489532484
2024-01-01,0.3383012794213624,959.4237282446372
2024-02-01,0.8129287311628013,964.2003202220856
2024-02-01,0.3996485912830927,959.0240796533542
2024-03-01,-0.0239490208179489,964.2242692429036
2024-03-01,0.6830804235404149,958.3409992298136
2024-04-01,0.6643805008750447,963.5598887420284
2024-04-01,0.5657502219319369,957.7752490078818
2024-05-01,0.5174094136476343,963.0424793283808
2024-05-01,0.3940479592465922,957.3812010486351
2024-06-01,0.4401985299068265,962.602280798474
2024-06-01,0.6026534866226713,956.7785475620126
2024-07-01,0.519415509869608,956.259132052143
2024-07-01,0.5183521553071004,962.0839286431668
2024-08-01,0.6937289981065778,955.5654030540364
2024-08-01,0.1024862170798214,961.981442426087
2024-09-01,0.3595893812245295,955.2058136728118
2024-09-01,0.4560656224324976,961.5253768036546
2024-10-01,0.4344675706804463,954.7713461021314
2024-10-01,0.5714225143023492,960.9539542893522
2024-11-01,0.4215783693735684,954.3497677327578
2024-11-01,0.7955788089483032,960.1583754804038
2024-12-01,0.3963459563452705,959.7620295240586
2024-12-01,0.2072970103735762,954.1424707223842
2025-01-01,0.3383012794213624,959.4237282446372
2025-02-01,0.3996485912830927,959.0240796533542
2025-03-01,0.6830804235404149,958.3409992298136
2025-04-01,0.5657502219319369,957.7752490078818
2025-05-01,0.3940479592465922,957.3812010486351
