-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 12/31/2024 in LST
Location: latitude  -9.505   longitude -77.49 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3947.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W m-2) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (W m-2) 
CLOUD_AMT             CERES SYN1deg Cloud Amount (%) 
QV2M                  MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,WS2M,ALLSKY_SFC_LW_DWN,T2M_MAX,CLRSKY_SFC_SW_DWN,CLOUD_AMT,QV2M,RH2M,T2M_MIN,T2MDEW,TS,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
2000,12,9,2.26,310.69,13.57,335.57,99.4,6.44,64.63,2.48,0.93,10.32,7.66,156.71,0.71
2000,12,10,1.5,326.46,13.83,335.59,98.9,6.18,63.46,2.86,0.36,10.09,7.4,149.72,0.08
2000,12,11,1.91,298.88,19.63,317.34,61.1,5.19,49.16,2.35,-2.42,13.19,10.26,264.37,0.0
2000,12,12,2.53,270.14,20.33,336.21,36.8,4.34,43.04,0.91,-5.24,12.27,10.32,306.75,0.0
2000,12,13,2.36,285.6,19.07,338.44,53.1,5.29,50.06,2.89,-2.51,12.2,9.92,288.36,0.96
2000,12,14,2.29,278.93,17.88,334.2,34.4,6.26,59.45,3.32,0.44,12.2,9.25,316.58,0.16
2000,12,15,2.88,291.88,16.96,335.19,61.4,5.63,61.26,1.18,-1.2,10.64,7.45,250.31,0.11
2000,12,16,1.72,311.1,18.19,334.2,72.8,5.28,54.85,1.96,-2.28,11.5,7.99,198.35,0.04
2000,12,17,1.81,305.05,18.11,329.06,79.8,6.31,63.74,2.59,0.52,12.57,8.37,186.68,1.96
2000,12,18,1.42,311.81,14.56,340.34,82.9,6.68,67.65,2.48,1.39,10.82,7.54,194.51,0.21
2000,12,19,1.4,299.59,17.5,344.19,75.1,6.48,63.09,1.24,0.89,12.69,8.81,217.15,0.72
2000,12,20,1.64,297.64,18.15,344.8,66.5,6.24,61.07,1.48,0.23,13.07,9.09,242.2,0.24
2000,12,21,1.71,278.85,18.03,342.02,53.1,6.51,60.05,2.87,0.91,13.57,9.69,289.8,0.12
2000,12,22,1.79,284.93,17.76,344.19,54.9,6.11,59.9,0.75,0.09,12.81,9.1,276.99,0.14
2000,12,23,1.75,311.96,17.71,314.5,77.3,6.25,61.71,-0.07,0.45,13.03,8.83,178.7,1.36
2000,12,24,1.59,296.89,18.65,338.31,56.4,6.33,58.51,1.71,0.62,13.86,9.81,250.39,0.25
2000,12,25,1.39,288.25,19.84,340.87,55.1,6.1,54.97,1.46,0.04,14.72,10.44,265.52,0.0
2000,12,26,1.58,295.33,19.28,344.66,63.1,6.3,61.85,2.27,0.42,13.37,8.88,250.61,0.67
2000,12,27,1.89,322.67,17.19,337.42,85.2,6.64,65.21,3.3,1.28,12.03,8.37,183.0,0.34
2000,12,28,1.96,317.73,14.92,338.79,91.4,6.84,68.32,2.63,1.7,11.23,7.68,172.05,1.2
2000,12,29,2.33,318.19,15.01,333.73,99.1,6.58,71.71,1.87,1.16,9.81,6.39,151.59,1.56
2000,12,30,2.35,320.0,15.59,333.14,92.1,6.59,70.03,2.04,1.18,10.6,6.95,163.89,0.6
2000,12,31,2.09,316.23,14.57,343.17,87.0,6.69,70.39,2.24,1.41,10.5,7.02,184.64,3.79
2001,1,1,1.83,306.31,14.92,358.57,80.22,7.01,70.26,2.0,2.07,11.19,7.68,200.7,0.81
2001,1,2,1.38,308.94,17.82,342.28,67.79,7.43,65.3,4.64,2.87,13.98,10.03,200.47,0.05
2001,1,3,1.44,311.79,17.51,347.7,79.15,7.15,67.11,2.63,2.31,12.77,9.16,194.91,0.01
2001,1,4,1.71,311.45,14.42,353.76,95.06,6.92,71.02,2.62,1.9,10.35,7.21,149.59,0.09
2001,1,5,1.97,305.84,14.64,341.8,97.8,7.06,70.6,2.49,2.17,10.5,7.6,144.99,0.22
2001,1,6,1.67,324.81,15.49,328.53,95.06,7.28,69.69,2.44,2.57,11.63,8.48,141.95,1.46
2001,1,7,1.93,319.15,17.29,344.04,95.24,7.05,70.76,2.43,2.11,11.59,8.23,155.65,0.39
2001,1,8,1.87,307.24,12.37,349.41,91.07,6.88,72.14,2.42,1.81,8.91,6.81,150.19,1.4
2001,1,9,2.05,301.78,14.52,340.42,82.46,6.69,69.9,2.42,1.41,9.6,7.05,217.6,0.19
2001,1,10,2.53,291.95,15.19,349.28,99.1,5.97,63.41,2.72,-0.28,9.13,7.17,188.91,0.4
2001,1,11,2.14,315.84,15.23,343.49,93.64,6.26,67.48,1.51,0.34,9.94,7.03,152.69,0.26
2001,1,12,1.9,315.36,15.67,338.37,80.75,6.58,69.21,2.18,1.17,11.16,7.21,180.18,0.22
2001,1,13,1.58,316.08,16.95,327.15,81.42,6.7,68.53,1.4,1.34,11.11,7.64,208.62,0.58
2001,1,14,1.68,308.49,17.56,340.53,94.51,6.95,71.24,2.68,1.89,11.13,7.79,163.28,2.07
2001,1,15,1.21,317.34,14.23,347.61,86.16,6.87,69.84,2.46,1.77,10.07,7.44,165.02,0.74
2001,1,16,1.32,315.94,13.51,347.31,94.93,6.8,70.82,2.21,1.59,9.96,7.24,168.37,0.98
2001,1,17,2.15,317.91,13.95,338.88,85.52,6.85,72.75,1.73,1.68,9.41,6.67,167.15,1.34
2001,1,18,1.74,317.59,14.55,349.38,86.41,6.72,73.69,2.46,1.47,9.59,6.36,162.82,1.13
2001,1,19,1.54,312.96,13.4,328.24,94.69,6.9,73.54,0.91,1.84,9.32,6.77,156.14,1.74
2001,1,20,1.31,311.81,11.59,350.87,86.81,6.94,73.64,2.57,1.98,9.31,6.84,141.49,0.89
2001,1,21,1.84,314.22,14.96,351.38,90.29,6.71,73.48,0.8,1.46,9.31,6.58,156.91,1.23
2001,1,22,1.59,320.57,12.05,341.28,98.42,6.4,72.93,1.8,0.77,8.33,5.55,138.1,0.81
2001,1,23,1.84,314.27,14.77,344.74,87.88,6.57,71.24,1.43,1.15,9.88,6.57,176.61,1.03
2001,1,24,1.3,312.68,13.58,339.99,81.55,6.86,69.38,2.85,1.79,10.04,7.59,171.28,0.48
2001,1,25,1.19,311.58,15.15,338.12,78.78,7.01,68.7,2.75,2.08,11.3,8.15,199.59,0.16
2001,1,26,1.28,311.46,15.36,345.81,75.29,7.02,69.06,1.93,2.06,11.69,8.22,205.47,0.01
2001,1,27,1.54,303.93,16.29,343.9,95.78,7.05,69.09,2.89,2.13,11.54,8.28,186.5,0.0
2001,1,28,1.32,314.53,14.11,336.92,97.5,7.06,69.22,4.15,2.19,10.83,7.96,177.48,0.0
2001,1,29,1.59,313.18,13.6,332.36,97.31,7.25,72.55,3.8,2.56,10.18,7.59,134.99,1.06
2001,1,30,1.52,308.18,13.43,339.13,85.86,7.14,75.72,2.28,2.31,9.48,6.75,189.55,0.31
2001,1,31,1.81,323.6,14.37,335.02,83.03,6.88,67.91,2.66,1.75,10.91,7.93,194.02,0.16
2001,2,1,1.63,317.32,13.94,337.69,86.52,7.04,72.95,2.55,2.1,10.03,7.12,149.59,1.17
2001,2,2,2.14,313.67,14.19,343.25,88.2,6.72,74.74,1.88,1.42,9.24,6.05,177.68,0.27
2001,2,3,1.81,312.15,14.93,348.37,85.3,6.64,69.46,1.58,1.18,10.34,6.91,168.76,1.04
2001,2,4,1.31,308.95,13.66,348.9,90.78,7.0,74.01,2.06,2.0,9.16,6.85,148.21,9.08
2001,2,5,1.25,314.75,15.49,334.09,90.8,6.55,64.26,1.69,1.1,12.12,8.38,185.31,1.01
2001,2,6,1.86,316.01,13.49,349.36,93.07,6.3,63.19,2.92,0.56,10.6,7.54,164.4,1.29
2001,2,7,1.88,327.93,14.47,333.85,87.62,6.34,65.05,1.09,0.66,10.4,7.55,207.32,0.15
2001,2,8,1.69,305.35,17.51,340.29,88.75,6.24,62.19,-0.07,0.44,12.12,8.56,214.04,0.04
2001,2,9,1.35,318.49,16.85,344.25,84.17,6.2,57.53,3.65,0.32,12.65,9.13,203.38,0.08
2001,2,10,1.51,307.08,17.8,348.05,52.88,6.36,58.04,2.94,0.6,12.81,9.41,231.38,0.01
2001,2,11,1.47,302.17,17.49,346.66,57.7,7.11,61.58,4.69,2.21,14.2,10.2,256.77,0.15
2001,2,12,1.23,316.89,16.19,345.94,72.58,6.96,68.88,3.21,1.95,11.13,8.01,224.62,1.25
2001,2,13,1.27,321.54,16.82,346.47,84.65,7.17,65.43,3.87,2.37,12.9,9.34,183.68,0.3
2001,2,14,1.37,319.28,18.42,337.43,81.25,7.38,67.73,2.51,2.71,12.99,9.42,198.67,1.35
2001,2,15,1.6,314.04,16.45,336.4,92.04,7.22,71.08,2.59,2.45,11.12,8.07,189.52,0.25
2001,2,16,1.68,320.45,15.26,329.13,95.44,7.08,68.84,4.43,2.23,10.9,8.07,200.88,0.0
2001,2,17,1.47,311.97,12.34,329.81,88.04,6.93,72.98,2.45,1.9,8.92,6.66,176.81,0.03
2001,2,18,1.7,305.52,13.98,319.53,82.58,7.12,72.78,2.54,2.19,9.78,7.2,213.29,7.2
2001,2,19,1.67,311.93,15.22,310.46,93.25,7.3,73.57,1.83,2.55,10.59,7.56,197.71,1.56
2001,2,20,1.58,319.24,13.93,327.19,82.0,7.37,75.27,2.39,2.77,9.81,7.31,201.86,0.3
2001,2,21,2.36,313.48,13.61,344.35,91.91,6.84,75.4,1.81,1.66,8.4,6.01,154.87,0.12
2001,2,22,1.84,315.6,17.63,336.49,84.55,6.46,64.08,1.84,0.69,11.54,7.96,191.32,0.02
2001,2,23,1.95,336.58,15.4,321.21,99.28,7.46,72.6,2.6,2.88,11.37,8.09,148.74,0.47
2001,2,24,1.67,321.98,14.27,327.24,92.77,7.47,74.76,2.09,2.93,10.91,7.65,169.3,0.19
2001,2,25,1.63,318.95,16.48,312.1,96.38,7.46,74.38,2.73,2.96,11.22,7.97,162.24,3.16
2001,2,26,1.41,313.19,14.91,323.96,86.65,7.23,74.75,1.85,2.5,9.96,7.23,157.65,0.49
2001,2,27,1.47,306.56,10.06,325.75,94.01,6.8,79.95,2.05,1.64,7.08,5.01,170.88,0.61
2001,2,28,1.99,302.58,16.87,320.67,93.93,6.51,66.64,1.04,0.95,10.34,7.53,219.82,0.12
2001,3,1,1.36,304.73,15.02,331.34,72.39,7.07,73.56,2.41,2.15,9.69,7.19,219.85,1.22
2001,3,2,1.61,313.49,16.42,333.71,82.5,6.64,69.29,1.82,1.27,10.91,7.22,186.89,0.48
2001,3,3,1.11,311.74,14.45,333.5,96.97,6.72,68.55,1.48,1.43,10.54,7.37,188.63,0.16
2001,3,4,0.97,312.3,15.94,335.13,84.94,6.77,67.0,1.11,1.59,11.42,8.32,189.66,0.01
2001,3,5,1.37,312.09,16.86,341.86,86.28,7.19,70.41,1.62,2.43,10.95,8.3,201.12,1.59
2001,3,6,1.42,307.65,16.31,343.2,83.11,7.38,71.95,4.35,2.81,11.01,8.17,190.5,0.14
2001,3,7,1.23,303.89,12.35,337.05,98.12,7.46,76.58,3.04,2.98,8.51,7.16,161.69,0.22
2001,3,8,1.45,313.75,15.92,333.99,94.17,7.29,74.24,1.46,2.63,10.37,7.72,165.98,1.39
2001,3,9,1.21,310.96,13.64,332.55,91.06,7.46,74.89,3.32,2.96,9.54,7.54,141.84,0.96
2001,3,10,1.24,309.3,15.89,331.41,92.15,7.01,73.29,2.82,2.07,9.79,7.26,185.72,0.03
2001,3,11,1.6,324.25,14.87,308.7,96.63,6.89,73.43,2.4,1.77,9.27,6.65,170.27,16.3
2001,3,12,1.28,312.53,16.1,323.02,86.36,7.29,71.25,1.75,2.59,10.79,8.05,166.45,1.69
2001,3,13,1.23,310.25,16.75,331.3,70.15,7.88,71.91,5.39,3.71,11.63,9.19,202.54,0.01
2001,3,14,1.42,315.27,13.66,317.51,93.6,7.52,72.92,4.87,3.05,10.08,8.0,156.71,0.14
2001,3,15,1.28,314.95,14.78,312.98,91.06,7.14,73.62,2.67,2.31,9.79,7.12,169.12,0.56
2001,3,16,1.67,318.41,15.02,317.77,96.05,7.04,73.49,1.73,2.12,9.72,7.01,139.84,0.25
2001,3,17,1.42,319.76,15.84,294.36,82.93,7.33,72.24,1.94,2.67,10.8,8.21,162.91,0.06
2001,3,18,1.36,311.84,16.66,304.9,95.2,7.51,74.22,2.31,3.0,11.09,8.11,154.2,7.16
2001,3,19,1.54,309.73,14.77,321.99,88.62,7.17,75.96,2.2,2.35,8.95,6.85,165.13,3.13
2001,3,20,1.55,315.76,15.73,324.57,91.05,6.74,73.0,1.7,1.48,9.57,6.6,150.22,1.06
2001,3,21,1.46,315.93,15.12,307.67,95.24,7.05,72.46,2.13,2.15,9.91,7.33,153.56,0.04
2001,3,22,1.64,313.16,16.38,326.2,95.89,7.17,72.78,2.39,2.35,10.77,7.68,171.98,0.02
2001,3,23,1.85,325.93,11.95,317.38,92.8,6.95,79.06,2.12,1.9,7.37,5.47,161.58,0.8
2001,3,24,1.79,312.25,14.85,325.52,94.04,6.67,73.89,1.98,1.29,8.46,6.06,175.42,0.21
2001,3,25,1.57,309.19,11.37,318.43,95.59,6.99,74.3,2.13,1.93,7.87,6.48,127.97,13.59
2001,3,26,1.4,317.26,15.57,321.45,87.01,7.36,74.37,1.93,2.77,9.68,7.66,166.83,0.8
2001,3,27,1.4,323.61,16.13,295.3,94.57,7.48,72.56,2.28,2.96,10.38,8.32,186.81,0.71
2001,3,28,1.33,320.9,16.55,282.2,87.23,7.37,71.86,1.83,2.78,11.09,8.37,136.88,0.16
2001,3,29,1.22,315.45,14.86,298.92,88.69,7.27,73.12,2.73,2.61,9.49,7.63,138.01,0.33
2001,3,30,1.03,309.83,14.9,311.15,86.59,6.76,70.16,1.38,1.58,9.75,7.37,178.27,0.36
2001,3,31,1.09,317.1,15.26,313.0,85.46,7.08,69.23,2.11,2.19,10.4,8.18,197.98,0.08
2001,4,1,0.86,308.11,15.82,309.95,83.65,6.94,67.29,2.15,1.92,11.11,8.51,202.87,0.28
2001,4,2,1.59,307.62,15.53,313.56,80.97,6.05,62.72,1.94,-0.01,10.28,7.83,180.06,0.6
2001,4,3,1.6,309.78,15.01,312.66,82.76,6.23,63.12,1.98,0.47,10.85,7.79,205.37,0.3
2001,4,4,1.51,315.54,16.57,312.29,84.96,6.95,67.72,0.93,1.88,11.41,8.24,184.27,0.53
2001,4,5,1.23,316.09,17.29,314.11,69.12,7.11,65.67,2.08,2.24,12.08,9.18,218.76,0.1
2001,4,6,1.5,317.37,16.94,295.11,70.21,7.04,67.56,1.13,2.11,11.39,8.76,189.5,0.27
2001,4,7,1.23,319.59,14.94,301.22,94.52,6.39,65.53,1.75,0.76,9.81,7.34,166.97,0.13
2001,4,8,1.28,314.2,14.14,309.23,87.96,6.74,69.67,2.42,1.48,9.08,7.11,157.98,11.34
2001,4,9,1.17,312.47,16.82,299.85,64.48,7.08,70.08,0.69,2.19,10.92,8.24,186.85,0.68
2001,4,10,1.16,311.29,17.38,303.08,71.69,6.98,66.44,1.68,1.97,11.68,8.93,199.94,0.03
2001,4,11,1.37,309.6,16.3,302.89,73.72,6.95,68.53,1.27,1.92,10.85,8.32,189.87,0.19
2001,4,12,1.28,324.31,16.1,289.72,85.88,6.86,68.29,1.67,1.78,10.87,8.07,180.34,0.36
2001,4,13,1.24,315.13,15.16,301.37,93.55,6.67,68.65,1.34,1.38,9.98,7.53,178.08,0.31
2001,4,14,1.06,314.07,17.05,304.19,78.37,6.82,68.5,0.83,1.67,11.06,8.16,212.45,0.01
2001,4,15,1.55,289.28,17.05,306.19,44.36,5.97,61.03,1.18,-0.21,11.59,8.37,237.02,0.24
2001,4,16,2.06,291.61,17.17,312.38,68.34,5.68,60.61,0.19,-0.86,10.92,7.85,247.79,0.39
2001,4,17,1.21,314.35,15.39,304.1,69.41,6.26,64.14,1.11,0.55,10.79,7.75,190.51,0.07
2001,4,18,1.19,314.75,16.01,303.72,75.14,6.64,66.62,0.51,1.33,10.71,7.95,140.5,0.0
2001,4,19,1.08,300.85,16.03,295.85,66.51,6.55,65.73,1.15,1.13,10.45,8.17,214.88,0.0
2001,4,20,1.0,305.84,16.31,301.65,62.95,7.09,65.33,3.79,2.23,11.77,9.13,205.08,0.0
2001,4,21,1.33,300.92,17.28,299.93,49.32,7.29,67.4,4.23,2.59,11.6,9.22,213.64,0.0
2001,4,22,2.18,291.39,15.87,295.52,47.78,6.85,69.77,2.35,1.65,8.84,7.3,230.94,0.0
2001,4,23,2.08,280.07,16.21,294.15,44.51,5.17,55.93,-0.34,-2.63,7.89,6.97,242.29,0.67
2001,4,24,1.7,273.44,16.09,290.51,30.15,6.27,66.36,1.46,0.5,8.96,7.38,259.4,0.55
2001,4,25,2.01,295.29,15.11,277.91,58.95,6.51,69.21,1.73,1.08,9.31,6.96,229.52,0.72
2001,4,26,1.34,312.79,16.34,293.51,76.56,6.74,67.63,1.62,1.53,10.4,8.0,187.07,0.81
2001,4,27,1.55,295.88,16.63,296.64,42.71,6.44,65.58,0.37,0.92,10.47,8.03,218.54,0.1
2001,4,28,1.81,302.66,16.98,289.92,52.91,6.41,62.87,0.52,0.8,10.84,8.52,245.74,0.0
2001,4,29,1.62,292.43,17.27,293.49,37.41,6.86,67.74,1.84,1.79,11.04,8.64,201.25,0.0
2001,4,30,1.59,318.66,17.88,293.73,61.03,6.43,64.53,0.51,0.84,11.11,8.66,192.53,0.29
2001,5,1,1.32,307.4,18.02,290.82,59.92,6.9,65.44,1.86,1.83,11.42,9.26,219.33,0.04
2001,5,2,1.41,296.97,18.74,293.95,55.14,6.37,63.21,0.65,0.7,11.59,8.99,251.81,0.0
2001,5,3,1.5,314.63,16.17,278.65,76.11,6.84,68.12,1.36,1.75,10.32,8.05,177.93,0.71
2001,5,4,1.61,305.56,16.69,280.17,70.82,6.72,66.44,2.04,1.53,10.73,8.45,210.72,1.06
2001,5,5,1.47,304.23,17.57,280.1,59.91,6.82,66.93,0.82,1.68,10.87,8.6,220.05,0.17
2001,5,6,1.64,294.47,18.11,280.42,52.97,7.0,67.91,2.71,2.04,11.42,8.65,219.18,0.52
2001,5,7,2.03,289.01,16.36,287.92,46.46,6.82,71.45,2.47,1.72,9.96,7.17,249.63,0.08
2001,5,8,1.88,277.3,16.53,286.0,37.53,6.75,69.42,2.46,1.57,10.24,7.57,268.73,0.0
2001,5,9,2.27,295.43,16.24,286.2,82.0,6.65,65.52,2.49,1.33,10.94,8.3,238.59,0.01
2001,5,10,2.0,319.89,17.07,282.6,97.3,6.97,66.23,2.74,1.98,11.14,8.71,149.6,0.07
2001,5,11,1.76,316.09,17.25,282.35,83.08,7.4,69.0,2.0,2.82,10.9,9.2,189.01,0.0
2001,5,12,1.83,311.96,16.78,282.33,70.46,7.89,71.83,4.26,3.73,11.24,9.25,204.4,9.56
2001,5,13,1.71,312.97,15.18,270.99,81.32,7.24,71.53,1.86,2.5,10.01,8.0,162.05,5.83
2001,5,14,1.69,329.9,14.19,263.38,97.42,7.29,73.29,2.47,2.64,9.37,7.61,153.78,1.27
2001,5,15,1.61,303.46,16.83,274.59,65.52,6.77,64.01,2.64,1.61,10.69,8.67,203.6,0.08
2001,5,16,1.72,302.83,16.05,269.2,60.06,6.59,66.41,1.74,1.19,9.94,7.67,212.08,0.0
2001,5,17,1.97,309.37,16.67,266.16,57.73,6.71,65.18,2.61,1.5,10.96,8.52,205.32,0.0
2001,5,18,1.47,283.21,17.62,278.45,37.79,6.32,61.75,0.79,0.57,11.15,8.81,237.66,0.31
2001,5,19,1.52,286.86,17.62,271.6,46.52,7.09,64.62,3.01,2.23,11.95,9.58,244.63,0.02
2001,5,20,1.51,305.86,15.27,259.45,95.46,7.46,71.42,4.36,2.98,10.48,8.41,177.45,3.08
2001,5,21,1.55,309.42,13.9,258.57,90.34,7.15,74.78,2.57,2.38,9.21,7.05,190.86,0.4
2001,5,22,1.47,293.42,15.2,269.8,70.22,6.75,67.74,2.04,1.55,10.18,7.78,229.39,0.0
2001,5,23,1.15,292.89,16.93,270.19,54.53,5.87,60.28,0.96,-0.4,10.33,8.23,223.83,0.0
2001,5,24,1.48,277.9,16.61,270.95,38.85,5.99,61.84,-0.54,-0.2,8.68,7.76,224.83,9.31
2001,5,25,1.35,259.37,17.51,278.23,32.19,4.83,51.23,0.43,-3.48,8.36,8.32,253.46,3.34
2001,5,26,1.32,261.85,14.24,274.28,24.71,6.34,63.73,3.09,0.57,8.23,7.6,251.54,2.24
2001,5,27,1.24,278.26,15.22,272.23,42.02,6.88,70.6,1.87,1.78,8.88,7.54,222.49,0.0
2001,5,28,1.44,286.32,15.69,268.24,42.85,6.51,70.46,-0.57,1.04,8.99,7.06,216.36,0.05
2001,5,29,1.42,315.52,15.97,250.39,83.66,6.95,70.75,3.07,1.99,9.41,7.7,160.73,0.01
2001,5,30,1.14,325.57,15.68,248.0,85.8,6.49,66.04,1.29,1.03,9.67,7.81,163.31,0.0
2001,5,31,1.23,290.22,16.02,267.57,46.93,6.19,67.43,-0.66,0.37,9.39,7.22,207.82,0.0
2001,6,1,1.08,288.19,16.27,267.91,59.75,5.81,63.98,-0.77,-0.56,9.5,7.25,215.67,0.06
2001,6,2,1.24,296.08,14.96,261.29,48.37,5.84,66.36,-1.12,-0.45,8.76,6.56,190.11,0.04
2001,6,3,1.7,294.64,15.28,255.57,55.94,6.19,67.41,0.83,0.38,8.86,7.0,186.47,0.01
2001,6,4,1.53,312.05,15.87,261.5,70.23,5.81,65.85,-0.57,-0.5,8.86,6.7,162.6,0.01
2001,6,5,1.55,313.02,16.64,247.54,73.56,6.06,65.67,-0.24,0.06,9.49,7.39,135.2,0.0
2001,6,6,1.51,277.39,16.6,251.21,34.13,5.87,64.12,0.12,-0.38,9.62,7.38,193.84,0.1
2001,6,7,2.6,265.26,15.78,265.02,28.64,5.55,63.8,-0.72,-1.18,8.67,6.66,231.03,0.21
2001,6,8,2.78,288.13,15.0,260.71,56.04,5.9,65.7,-0.29,-0.33,8.5,6.65,212.65,0.07
2001,6,9,2.62,300.46,15.35,255.65,50.88,6.02,66.19,0.91,-0.02,8.77,6.99,163.08,0.0
2001,6,10,2.83,284.65,14.91,261.68,51.73,5.53,64.7,-0.25,-1.19,8.14,6.26,216.26,0.01
2001,6,11,2.04,304.96,15.09,265.16,70.61,5.55,61.83,0.47,-1.12,9.03,6.85,179.94,0.83
2001,6,12,1.22,304.67,15.91,265.52,89.38,5.31,62.09,-1.77,-1.85,8.54,6.51,177.82,0.05
2001,6,13,1.17,269.04,15.97,262.8,46.35,5.62,63.95,-1.44,-1.01,8.7,6.83,237.62,0.0
2001,6,14,1.32,256.23,16.77,263.1,19.24,5.29,60.29,-1.88,-1.94,8.7,7.24,247.34,0.0
2001,6,15,1.56,260.8,17.21,260.57,28.18,5.65,60.75,0.15,-1.0,9.38,7.87,235.01,0.0
2001,6,16,1.52,251.96,16.41,251.62,15.5,5.86,61.73,0.86,-0.44,8.87,7.9,240.34,0.0
2001,6,17,1.76,265.77,16.75,257.35,25.89,5.58,62.25,-0.64,-1.15,8.28,7.41,244.78,5.12
2001,6,18,1.99,275.79,13.42,261.02,33.11,6.23,69.96,1.51,0.44,7.22,6.25,243.49,3.08
2001,6,19,1.75,294.33,14.85,262.27,60.02,6.15,67.84,0.34,0.19,8.51,6.78,230.14,0.69
2001,6,20,1.98,293.7,15.86,260.23,57.04,5.92,64.5,-0.15,-0.3,9.19,7.31,231.89,0.24
2001,6,21,1.82,270.16,15.54,266.33,34.31,5.93,67.04,-0.05,-0.23,8.61,6.85,244.52,0.02
2001,6,22,1.69,260.68,15.65,269.01,40.16,5.35,63.8,-0.82,-1.64,8.51,6.31,249.64,0.0
2001,6,23,2.33,243.74,15.21,272.04,23.45,4.18,57.42,-3.27,-4.85,7.09,5.02,259.48,0.0
2001,6,24,1.94,248.93,16.49,269.41,16.53,4.46,54.58,-2.44,-4.03,8.1,6.19,256.82,0.0
2001,6,25,3.68,255.75,14.48,268.73,23.44,4.63,57.35,-1.6,-3.56,7.12,5.4,246.56,0.05
2001,6,26,4.18,251.82,13.97,268.71,18.55,5.59,68.37,-0.6,-1.03,7.01,5.44,248.52,0.25
2001,6,27,2.8,256.54,15.72,261.9,22.07,5.62,65.57,-0.15,-0.95,8.71,6.45,241.52,0.05
2001,6,28,2.25,260.34,14.94,259.53,25.15,5.29,62.1,-1.21,-1.79,8.18,6.05,238.21,0.06
2001,6,29,2.21,256.83,15.23,263.29,14.35,5.17,62.35,-1.47,-2.07,8.01,5.96,243.77,0.07
2001,6,30,1.77,248.15,16.56,266.63,12.31,4.21,52.7,-2.0,-4.88,8.52,6.41,251.7,0.0
2001,7,1,1.41,271.61,16.55,266.08,29.31,4.4,52.71,-2.43,-4.3,8.85,6.53,217.92,0.0
2001,7,2,3.6,274.03,15.02,267.73,26.73,4.98,57.74,-0.64,-2.6,8.06,6.17,208.62,0.24
2001,7,3,2.96,297.89,15.32,265.03,39.7,5.57,62.97,-0.06,-1.09,8.6,6.54,182.13,0.5
2001,7,4,2.17,297.88,15.33,261.42,52.19,5.85,66.61,-0.42,-0.4,8.6,6.56,181.41,0.13
2001,7,5,1.76,285.62,15.34,258.08,31.3,5.76,66.03,-0.99,-0.63,8.51,6.5,185.92,0.04
2001,7,6,1.64,281.3,14.96,265.56,40.31,5.61,62.91,-0.08,-1.02,9.06,6.8,234.26,0.45
2001,7,7,1.6,307.23,14.79,263.15,65.07,5.78,64.46,1.22,-0.56,8.61,6.55,183.55,0.06
2001,7,8,1.26,287.82,15.78,256.18,39.2,5.88,64.92,0.16,-0.39,8.88,7.13,201.46,0.0
2001,7,9,1.71,273.67,16.1,263.92,36.25,6.09,64.29,0.62,0.11,9.56,7.72,225.01,0.4
2001,7,10,1.68,285.37,16.48,262.73,61.75,5.75,60.78,0.65,-0.77,8.82,7.81,224.24,0.86
2001,7,11,1.6,265.95,16.82,270.79,23.85,6.02,63.0,0.42,-0.15,9.14,8.01,234.12,0.08
2001,7,12,1.62,274.76,16.53,265.05,34.22,5.87,61.62,0.7,-0.56,10.36,8.13,225.98,0.0
2001,7,13,1.38,277.09,15.6,259.31,57.26,6.82,68.1,3.11,1.69,10.46,8.14,207.41,0.07
2001,7,14,1.29,280.94,15.68,258.4,43.2,6.26,64.02,1.98,0.52,10.22,7.89,213.41,0.01
2001,7,15,1.26,291.41,15.09,247.6,48.43,6.1,64.05,0.73,0.13,9.46,7.37,170.2,9.3
2001,7,16,1.26,278.99,15.55,263.15,43.45,6.24,68.08,-0.58,0.46,8.66,6.86,220.49,1.55
2001,7,17,1.39,296.74,16.88,264.33,44.58,6.02,62.55,-0.17,-0.04,9.95,7.99,222.44,0.0
2001,7,18,1.13,314.81,15.93,262.82,67.44,5.44,61.44,-1.3,-1.48,9.69,7.05,132.4,0.0
